F,2,4,-1,
F,2,2,-1,
C,3,3,-1,
C,3,3,55,
C,3,3,55,
C,3,3,55,
C,3,3,55,
C,3,4,59,
C,3,3,59,
F,4,4,57,
F,4,4,-1,
F,4,2,-1,
C,5,4,-1,
C,5,3,55,
C,5,3,55,
C,5,4,55,
C,5,3,59,
C,5,3,59,
F,6,4,57,
F,6,4,-1,
F,6,2,-1,
C,7,4,-1,
C,7,3,-1,
C,7,2,-1,
C,7,2,55,
C,7,2,55,
C,7,3,55,
C,7,2,55,
C,7,3,59,
C,7,3,59,
F,8,4,57,
F,8,4,-1,
F,8,2,-1,
F,9,3,-1,
F,9,3,57,
F,9,3,60,
F,9,3,57,
Am/E,9,4,60,
Am/E,9,3,64,
